"x","y","group","day"
343.626268937172,533.712291987277,"case",42
343.879844052689,532.643401729379,"case",59
344.525639182609,541.404448551028,"case",35
344.884715666953,545.535915577847,"case",43
344.367380439242,547.139116006223,"case",39
350.108712361784,545.249780896077,"case",87
347.342833208173,544.391506273667,"case",76
348.108767040136,546.087361401945,"case",79
345.074595266825,542.198309156556,"case",43
349.588034530208,537.748791727095,"case",41
343.919572507133,542.852869711305,"case",59
347.063872963107,544.644123004291,"case",76
347.259568815406,544.23524821828,"case",67
348.064176073823,537.591205152728,"case",49
349.447208479028,547.32665391301,"case",42
345.169876488756,542.789680147461,"case",51
343.82487169891,547.002777745459,"case",67
344.01117860393,547.072584131494,"case",59
347.117146839966,541.679853773163,"case",92
349.964841964126,538.578486116355,"case",39
342.289459949387,547.830705792116,"case",43
345.940450628013,543.58534532249,"case",35
342.772952446494,547.695271591431,"case",62
349.225697234145,538.642091808278,"case",83
345.766805112096,548.510527823841,"case",70
347.134893306213,547.942814545845,"case",50
347.804307802961,540.082848884622,"case",24
343.894838844423,547.061210057385,"case",52
346.885848537617,544.682364779663,"case",100
343.348234896845,543.94641437244,"case",55
344.458415859934,545.734610685767,"case",33
343.370370928117,542.224367364801,"case",47
346.031130035991,540.382692380654,"case",40
346.769438637544,548.722868112791,"case",78
345.78439886755,546.948051898717,"case",67
347.233300811045,546.208141919157,"case",82
344.809099162409,542.726692218479,"case",42
357.36726771443,535.934787749089,"case",39
356.770960640821,537.428405881562,"case",32
356.749539561894,536.21561001732,"case",48
340.705844932762,526.957345088116,"case",31
360.197671511965,542.850928799839,"case",40
355.879574780208,545.523709150872,"case",52
359.789430054379,547.078794631903,"case",45
360.72922786493,542.762681154476,"case",74
358.03896822315,542.896366570601,"case",39
356.729426150725,544.400989083972,"case",40
357.804960952009,542.73024710794,"case",30
355.794686603139,542.673675497611,"case",22
358.022331558926,541.667018574433,"case",39
352.701090117809,542.26644413491,"case",37
356.825307313779,544.302206556643,"case",36
354.83325914372,531.013683528907,"case",40
357.108966937557,532.299592952534,"case",25
356.017571059461,534.244342795187,"case",38
353.176897045082,534.717590249324,"case",46
353.341119516737,537.936795132714,"case",29
350.584435343971,543.651598350969,"case",45
354.717645962748,541.092699490942,"case",39
351.840170802658,542.837547490253,"case",26
350.813365841075,541.342069298904,"case",35
357.186782964225,538.723071484975,"case",43
341.349775339443,526.425633178188,"case",29
342.645877093802,523.973788055899,"case",74
338.422600896244,536.517613816253,"case",49
341.30661041898,530.714936294424,"case",47
340.014432200785,530.222999773216,"case",28
336.026913384082,532.461339370963,"case",64
334.905718893769,533.189998730327,"case",54
340.103227278531,528.22469659119,"case",56
336.88934554097,534.479512207454,"case",56
336.974191723824,534.865037450143,"case",54
358.787186924651,538.602216244074,"case",42
360.83290108296,534.419505132638,"case",42
360.947558434912,535.209229581343,"case",37
360.960327287464,537.386994667738,"case",44
359.87960161136,533.435525929215,"case",45
361.400332607688,533.634543371564,"case",43
362.453042763121,536.727448812246,"case",47
348.612213089196,531.626487847452,"case",94
350.414437426006,534.768112788934,"case",49
352.972255219776,532.58134810346,"case",91
350.837731183919,535.114112050228,"case",33
352.540883825423,532.010458363249,"case",73
351.526398511176,534.135511230298,"case",46
342.511619068841,541.331275115019,"case",52
341.276299145808,535.972057911481,"case",42
343.896914125512,538.034103125866,"case",40
343.307770744642,539.094923828628,"case",50
343.62231438144,538.973528947703,"case",57
342.156651774096,537.1712416473,"case",66
345.439722408022,535.603871243856,"case",45
341.171260114131,534.164198735186,"case",35
341.874289678249,541.104010081016,"case",56
340.329692847344,538.931863725206,"case",41
345.227415551243,538.876605940329,"case",48
342.138810395665,538.64896229758,"case",49
343.549194050581,537.735113976703,"case",20
342.506425646414,543.436857191579,"case",70
342.580402818543,536.316238390561,"case",46
345.293534198302,540.233383993487,"case",41
344.856908976747,537.166443599126,"case",50
343.148551957382,541.027503909622,"case",45
341.64314550529,546.184342103602,"case",51
346.776579871271,536.229539076806,"case",43
338.990584641666,544.406103461995,"case",64
342.573119458876,540.865442186634,"case",59
343.678135506377,538.054849129464,"case",39
343.7086503439,534.233237168371,"case",49
345.787014397529,531.312438420269,"case",29
341.917655156148,545.14024583537,"case",35
342.434958218686,534.901612701675,"case",52
340.321056550369,533.147924664062,"case",53
366.878617125921,522.755585019094,"case",190
367.854097227128,520.631407945972,"case",196
368.3714484347,520.143058939035,"case",201
368.291573626003,518.226662388527,"case",144
371.11366386156,521.221289180764,"case",141
368.139669888954,520.45463305485,"case",178
368.714781886276,518.518773472405,"case",189
369.813081793796,520.638512720711,"case",194
368.374692084124,519.809911403583,"case",64
378.976189171309,515.403909120908,"case",68
377.176829322838,514.006118614591,"case",56
379.67386764554,511.577996307062,"case",206
382.062136769536,512.63935452066,"case",200
382.861442896185,511.448780400725,"case",80
373.327729007942,510.148279751664,"case",141
368.342764350657,512.166738951959,"case",149
367.754688489217,513.955820328506,"case",135
372.41256299363,511.714536209642,"case",125
368.396273417842,512.808075855276,"case",90
370.738175560836,512.111068596332,"case",146
370.524789069485,510.714195552019,"case",129
368.968391554308,512.653879545187,"case",206
366.13569695817,514.448833382796,"case",194
368.28871812937,512.257148331425,"case",142
369.641300701847,510.795977687377,"case",219
368.859529231959,513.1340809584,"case",213
368.401155049209,510.562256776704,"case",211
376.344317501842,514.672711063328,"case",196
376.300304807685,514.568710886582,"case",134
376.301366318535,512.506304508546,"case",54
380.437496852688,508.767036155371,"case",174
379.456535332536,507.077257173337,"case",158
379.089089952461,512.168910558318,"case",195
382.173969060661,509.164238595936,"case",186
383.358121130797,510.311869788309,"case",187
381.662603513586,511.827346673714,"case",195
376.191464676972,506.96918863018,"case",166
376.887686338531,507.376389331401,"case",169
376.357191173518,509.755454550799,"case",214
375.46990410994,506.804456319266,"case",148
363.160688525595,528.701853259308,"case",53
364.363582530571,524.27917331075,"case",118
364.779542129487,528.00188445004,"case",60
369.14259416991,527.181103500921,"case",52
368.654349121661,524.532666153794,"case",54
365.326247251055,524.070654877431,"case",53
364.661612181706,528.801990082565,"case",44
365.415428622373,527.85609410516,"case",51
371.021830373481,530.494786840635,"case",57
379.673663593958,504.88485794454,"case",158
376.911671858405,505.274151893869,"case",145
385.753138694922,511.522607154245,"case",197
382.039254807084,515.872898882685,"case",203
383.114768266516,512.190162375759,"case",104
379.946277238635,514.279524942131,"case",215
386.634868772632,512.801099489943,"case",212
384.902943139276,512.950043084815,"case",191
369.02723821465,515.495113019939,"case",159
370.854375966389,515.23728164632,"case",126
370.597256239426,514.876711880946,"case",132
376.620838371847,509.931838771079,"case",141
374.440173330085,510.871756424845,"case",213
362.893952471166,527.43727111887,"case",130
359.584934809406,526.502418019553,"case",137
374.576394158081,513.584610139194,"case",133
371.631312657995,519.272329755707,"case",136
374.713891313188,516.595938950982,"case",151
373.060526326381,517.441704353478,"case",160
376.702857220799,502.981622330545,"case",183
375.814261666817,511.084822635149,"case",200
376.819779535287,511.815936598653,"case",183
381.058621310283,510.773881644959,"case",183
376.718809792397,510.31320476823,"case",154
376.244935203624,512.89553688897,"case",149
350.524847270382,523.477278239538,"case",196
352.584909189811,520.074722154791,"case",181
351.026696742796,521.351757959974,"case",30
351.661195230623,516.684716643924,"case",183
351.185057302415,517.609735717647,"case",167
352.161743797122,521.066668063737,"case",191
351.407501491135,518.463650834205,"case",58
353.543469037777,519.188773280169,"case",157
353.716738195326,518.86388214889,"case",185
349.429279676243,516.969517900163,"case",168
349.118134526134,519.416592923027,"case",173
348.121732230907,525.902885100976,"case",137
364.63438652487,520.91258137545,"case",130
362.653065737541,525.406102826329,"case",116
361.185906631725,521.868099629625,"case",110
360.130378542682,525.175553105162,"case",115
364.985953725869,523.350373618157,"case",125
355.351805487113,526.561661230211,"case",70
360.304921597093,514.173562358035,"case",149
363.612768645656,515.150013478924,"case",176
362.833213443843,511.268810374846,"case",173
360.790232016711,514.400107033723,"case",169
361.971065658705,511.249547905066,"case",173
361.241509311698,513.357850195402,"case",151
362.101625852372,514.468928936645,"case",131
362.813212708579,513.960238457516,"case",173
361.853952504344,514.089668789175,"case",174
363.984794090443,515.176009074961,"case",175
364.695952498082,517.754938667523,"case",118
361.922583890481,516.893070194115,"case",116
365.374304945769,516.970710796027,"case",195
363.787498523069,519.852993584731,"case",111
360.702135874009,516.345800563425,"case",158
359.485381797273,515.984254432297,"case",182
361.650251665842,516.229230422845,"case",138
362.550173409302,517.925125756769,"case",109
361.741163413669,519.051488361541,"case",116
359.556998066338,516.730856973523,"case",117
359.928115045893,513.344059654131,"case",152
360.691658288506,519.338414233943,"case",163
355.188092720913,527.266954720876,"case",79
351.963772871916,526.379853700957,"case",41
355.876733273347,525.714366714433,"case",77
354.389928600914,525.333386511562,"case",75
357.408342795432,521.631025987439,"case",117
356.536388270506,523.113948871912,"case",35
357.807412469664,523.781075002082,"case",48
357.739294990117,524.050582564122,"case",44
361.419776546079,521.09043192112,"case",42
364.629218136534,517.365122602747,"case",117
360.941375084497,519.92859058966,"case",106
357.999676791635,520.633679061315,"case",174
356.983718811529,518.57944196796,"case",184
351.468829629866,525.136288416272,"case",52
354.369839428584,522.1178682254,"case",43
359.442839097917,524.618435232269,"case",49
359.7394198892,524.449523261723,"case",111
360.401867471368,521.793504303524,"case",110
356.206299596255,519.123573717688,"case",161
358.260532881381,519.539858567468,"case",105
357.852074752862,521.184067052312,"case",92
358.966872760918,520.086684871452,"case",171
358.733646219813,520.798421504094,"case",170
360.036028759953,521.694209326645,"case",101
363.109839263819,506.803626423077,"case",136
360.458652932824,506.17226388866,"case",143
355.360103217962,512.883161297261,"case",172
356.152095877839,513.661242415544,"case",174
360.838256689386,517.62335332375,"case",81
350.883585849357,528.236896958618,"case",22
350.413592202383,528.35096490835,"case",31
351.474259485725,527.201651612418,"case",38
351.990405894406,527.104055406581,"case",40
366.10610118969,519.066951790226,"case",130
353.677790615154,518.252706030051,"case",163
354.977206661337,514.885391592731,"case",189
354.695823693097,515.052862443804,"case",201
355.649199840258,517.951535049703,"case",158
348.898600081477,515.224826581365,"case",175
357.531231645995,513.665659790117,"case",163
351.841446165115,518.018630382242,"case",190
394.729520367452,548.549217381143,"case",209
397.669675812027,519.958947391516,"case",65
395.292481776365,521.091494628097,"case",57
379.243770007055,557.939138664763,"case",200
384.918764779512,557.224224135784,"case",195
383.778014228352,556.876809736191,"case",200
385.289233571412,555.275639880094,"case",201
384.74226066592,555.883376156593,"case",201
383.665840467708,554.086326815025,"case",201
381.672282070702,553.791145947252,"case",197
385.05964504981,555.809150961203,"case",198
390.331722170164,558.341239907549,"case",209
389.183753478859,559.206303760179,"case",204
393.474880324813,556.821936197755,"case",210
393.17759134556,554.107316085458,"case",220
389.776651162143,555.96665845282,"case",47
393.012119988506,549.571235010777,"case",203
378.450071516601,552.236602120677,"case",196
382.23187398725,488.830636002664,"case",36
389.598829293211,489.752130200788,"case",37
385.892124859414,489.230288124445,"case",49
387.858263544607,488.761663810887,"case",37
390.417286383706,489.823897116363,"case",49
336.35299361203,536.969418780308,"control",NA
335.52544427196,546.554245844565,"control",NA
342.157115412121,539.557433352066,"control",NA
347.097822147527,554.473818335957,"control",NA
353.930241572871,536.811109429521,"control",NA
377.746156453568,543.873196663869,"control",NA
379.020245546139,545.61652908256,"control",NA
362.181685241456,530.718168219892,"control",NA
361.562235989505,530.889464708663,"control",NA
360.339273633928,538.320580984135,"control",NA
337.934792107598,533.063731335994,"control",NA
345.126288670037,547.497603200292,"control",NA
351.116173478678,537.471256952556,"control",NA
343.764211079124,544.77424726612,"control",NA
356.225394145977,535.209257936884,"control",NA
341.966398411685,527.352166039368,"control",NA
359.633362980895,536.728192116639,"control",NA
350.312217624251,524.900048288146,"control",NA
341.497888868746,525.2587181133,"control",NA
342.043053734829,542.719012074982,"control",NA
339.946203994334,542.103876488086,"control",NA
344.369631128535,536.480102592702,"control",NA
340.127004999139,544.987780874261,"control",NA
340.49435621272,544.270351473055,"control",NA
337.962142098824,503.75522789345,"control",NA
366.448676308491,528.761946498395,"control",NA
365.404121191449,516.368175744665,"control",NA
381.54786675342,516.102420273198,"control",NA
377.824831106536,514.830128792583,"control",NA
369.257224941625,514.341019221399,"control",NA
377.613850809256,514.284752042731,"control",NA
376.097971989563,508.537716465196,"control",NA
376.960630331771,514.700779994824,"control",NA
379.528468552768,514.159003527659,"control",NA
364.029287637524,524.789352809653,"control",NA
367.880659313988,520.292381124307,"control",NA
369.423787221089,516.544005504803,"control",NA
370.811655781866,505.498619287965,"control",NA
374.034330281167,511.694594730468,"control",NA
378.311270020736,505.380771347172,"control",NA
376.718963274954,506.111167301211,"control",NA
379.859375154568,511.12162540652,"control",NA
341.346934590383,492.919698354118,"control",NA
347.937235728233,488.751274894096,"control",NA
351.32176389469,492.603973207467,"control",NA
357.503206737842,488.353323579685,"control",NA
347.744383214613,499.365095281663,"control",NA
350.833893808609,496.606771905495,"control",NA
348.31666266912,493.181082271,"control",NA
345.656700667833,492.616263679604,"control",NA
354.786465496886,499.026837459778,"control",NA
354.3668709638,499.818680466777,"control",NA
362.488070840703,492.84362438354,"control",NA
362.073673823206,491.388097451007,"control",NA
363.113213842567,489.119926233527,"control",NA
361.274830081852,487.219009413659,"control",NA
363.533605053659,523.689785705346,"control",NA
357.791865324179,521.643107173259,"control",NA
357.578423190601,514.7793791389,"control",NA
356.250053985359,517.09488664161,"control",NA
350.37994869018,525.487172650686,"control",NA
370.200272629723,521.099247167452,"control",NA
334.553864466463,499.653313567941,"control",NA
335.917352405824,499.441835659562,"control",NA
379.414944330868,492.545837499226,"control",NA
361.801075623324,492.476148983178,"control",NA
368.289508766694,493.904934262153,"control",NA
369.774338369987,493.637227327364,"control",NA
362.688081825875,492.366730499372,"control",NA
396.703369530175,520.556419511834,"control",NA
395.863949224264,527.86863515426,"control",NA
386.607098774297,538.683999259726,"control",NA
386.103484915948,540.51092564629,"control",NA
398.84286806308,542.026011931306,"control",NA
386.951318414326,539.844243665731,"control",NA
385.635780287156,538.776521574394,"control",NA
389.141894437989,537.883474000702,"control",NA
391.297089840575,537.706882899112,"control",NA
390.39503730777,536.349518629342,"control",NA
394.480067381495,523.483389042553,"control",NA
381.805308215579,557.855976103965,"control",NA
382.546964160198,558.098979292353,"control",NA
392.257716271445,551.565108591693,"control",NA
378.370713561433,551.432094293843,"control",NA
385.097722701357,486.995669867523,"control",NA
387.261467066494,491.673895532507,"control",NA
333.860564327453,539.203048845886,"control",NA
335.827071551085,541.723295096334,"control",NA
333.300381652041,538.819971929756,"control",NA
337.35377619837,542.902393324739,"control",NA
333.323685556396,544.079719707261,"control",NA
334.403530413395,543.828156178687,"control",NA
334.510187950926,544.072171546274,"control",NA
335.55535267312,545.357603224743,"control",NA
333.686695699613,541.155352466023,"control",NA
334.384716539553,539.090543143026,"control",NA
336.557496094577,536.922351916826,"control",NA
335.493088012642,535.552227101496,"control",NA
329.884177507352,535.959466985924,"control",NA
329.333286025138,539.729290497064,"control",NA
332.471280868678,540.151243892253,"control",NA
330.446033352788,539.118820181806,"control",NA
331.633953427803,540.192910625041,"control",NA
332.030003941364,538.885327633672,"control",NA
332.117424676938,537.305490701448,"control",NA
331.369216247981,539.815237327263,"control",NA
335.568317439822,536.327996221018,"control",NA
329.38267435109,539.570261839981,"control",NA
336.285499248845,536.7060140428,"control",NA
331.267178773164,540.489855652081,"control",NA
332.858462128506,539.470165625909,"control",NA
333.45471269341,535.990766740683,"control",NA
335.439884283108,535.44671104942,"control",NA
328.819070913345,537.135579530793,"control",NA
332.635152584538,538.847894703024,"control",NA
330.48201883712,540.067733119216,"control",NA
329.484566281282,537.421295347406,"control",NA
331.794794963673,537.222237747528,"control",NA
330.219099318065,539.220536595405,"control",NA
333.608358926633,537.765533157376,"control",NA
330.54532091022,539.012311806613,"control",NA
334.691863945389,539.877710736338,"control",NA
336.76892302974,551.203239594981,"control",NA
335.32389541207,547.733858398856,"control",NA
334.305658374352,547.944268539315,"control",NA
337.095154892564,544.291538475173,"control",NA
335.5064863401,545.968442209069,"control",NA
334.665337164804,550.915199913936,"control",NA
338.556619244798,546.256149506062,"control",NA
339.873653956931,548.071097882577,"control",NA
334.634706829677,547.642797889922,"control",NA
335.597820582985,548.779895688142,"control",NA
334.501094576556,548.657464393931,"control",NA
338.708727173427,546.095899858546,"control",NA
340.167149987803,545.356674182376,"control",NA
335.942835913333,543.976042508926,"control",NA
338.448650784474,552.333285093883,"control",NA
336.67373253513,551.034363630593,"control",NA
337.724006315533,552.266677879808,"control",NA
336.195125539756,549.705013969354,"control",NA
340.357670955552,546.573817782643,"control",NA
341.399101974607,549.901960473854,"control",NA
340.014583752213,549.81321926135,"control",NA
341.098991246943,548.764495702933,"control",NA
340.200204747934,546.726270349887,"control",NA
341.442228644219,552.278301831002,"control",NA
343.402046313953,549.981640097936,"control",NA
343.922554857606,549.272333532675,"control",NA
342.669736948893,550.070748906736,"control",NA
341.712226648175,548.57621192299,"control",NA
339.401337129051,552.172160686976,"control",NA
343.997765345494,547.928969190099,"control",NA
342.919467706448,552.190891525346,"control",NA
339.847670411069,550.619596956097,"control",NA
347.867318623809,552.790078955399,"control",NA
344.490427779413,552.572827431597,"control",NA
345.922632665304,553.513234353363,"control",NA
347.949542345706,557.001035906841,"control",NA
350.239744882011,548.870802741958,"control",NA
347.82189427893,549.250297350436,"control",NA
345.877870947317,555.946501152703,"control",NA
345.410446690251,553.445681719994,"control",NA
347.626748797918,551.245210989031,"control",NA
349.58325725985,548.240425071439,"control",NA
350.520846954668,552.007938296357,"control",NA
345.380107585189,552.321669192632,"control",NA
345.272533465164,555.602356983965,"control",NA
348.224657621026,554.606073279359,"control",NA
347.268709727851,554.842767728401,"control",NA
344.201501925488,555.789931385911,"control",NA
347.726294158536,555.051482849693,"control",NA
350.123771675322,548.477665629999,"control",NA
346.94557215886,555.374752596058,"control",NA
347.143460309221,554.800277156649,"control",NA
349.35742263544,553.648776218828,"control",NA
348.126389653068,556.676875715626,"control",NA
346.205563477523,552.696810047817,"control",NA
345.784439391684,556.861207236968,"control",NA
343.831283899419,554.166069226141,"control",NA
346.784591784447,557.613189397652,"control",NA
344.10624084982,558.707710724414,"control",NA
345.605173961295,552.642713611904,"control",NA
350.107628498248,552.667425207074,"control",NA
351.102556714834,549.839451095013,"control",NA
350.337688651296,548.604826009396,"control",NA
354.112205341956,547.348258749046,"control",NA
349.494611847641,550.042492305487,"control",NA
351.014156745805,550.257068312633,"control",NA
348.597387964278,552.31520533074,"control",NA
352.674292939363,550.464430456617,"control",NA
355.136608940466,548.255179456982,"control",NA
352.753445907369,548.966375427472,"control",NA
351.202639941833,548.801813633567,"control",NA
352.960654984777,551.631040274106,"control",NA
356.142792772023,546.000945205144,"control",NA
351.616622845347,542.716735345632,"control",NA
352.554534674813,548.851362030485,"control",NA
355.42713844445,545.300591358463,"control",NA
353.692856117637,546.903199670715,"control",NA
355.865470393156,545.94702209925,"control",NA
351.681477460871,547.240182862425,"control",NA
357.552398668867,547.469085268664,"control",NA
355.687661173939,546.769215376241,"control",NA
353.69758398518,549.1173506702,"control",NA
358.929787975335,548.874931622412,"control",NA
353.952430492611,544.819375723273,"control",NA
354.276859544566,547.628231571027,"control",NA
352.913688107722,545.344287544482,"control",NA
353.113664329618,545.541295787075,"control",NA
357.327856314579,547.35195478211,"control",NA
352.780900294164,544.254873411179,"control",NA
355.371696300185,547.73584651092,"control",NA
350.563624091292,545.142362822286,"control",NA
357.725445736059,547.412228460432,"control",NA
353.470792663247,547.524874750121,"control",NA
351.327167090303,546.877815833033,"control",NA
352.153307105083,544.816637753809,"control",NA
353.877413126849,544.764793520418,"control",NA
375.886657119028,545.933332205472,"control",NA
370.298996921745,546.007403127151,"control",NA
372.919583028028,546.736816937555,"control",NA
374.240373020355,544.250134110648,"control",NA
373.667396974566,545.645721612822,"control",NA
375.517397811565,544.102338756584,"control",NA
373.152243687472,544.538620823271,"control",NA
377.112454125015,546.174047420798,"control",NA
376.829691646801,546.295866515645,"control",NA
373.597271274876,547.602002111695,"control",NA
370.078967992141,547.22875281689,"control",NA
371.631604162629,543.022700202473,"control",NA
375.158734744368,537.589738512541,"control",NA
375.435162323805,541.287421450005,"control",NA
374.683945886006,542.713460066724,"control",NA
372.066463332161,544.686597485665,"control",NA
372.435188922279,546.3856875506,"control",NA
369.209969870876,545.624770850677,"control",NA
377.57183775945,545.736449158032,"control",NA
372.480724522032,543.620504023914,"control",NA
374.580574653047,542.96165883298,"control",NA
369.891563472203,548.556174318281,"control",NA
374.346744969069,547.821834331255,"control",NA
370.252814674772,545.037532186042,"control",NA
376.602174328277,536.929953175261,"control",NA
376.930344820604,546.288348818514,"control",NA
373.91349247742,543.479598480937,"control",NA
375.371910874344,541.37828238927,"control",NA
375.775480043779,544.486580367681,"control",NA
373.284584180423,539.331226413466,"control",NA
373.620953986846,547.366866996838,"control",NA
372.595927722245,544.685220443418,"control",NA
374.210831156314,540.725188737687,"control",NA
369.609411553795,542.897730473773,"control",NA
372.028662786853,544.069947158197,"control",NA
373.970955646473,546.891750142971,"control",NA
372.78198289648,543.70146846137,"control",NA
376.706203247119,544.031737957884,"control",NA
375.682720669725,535.367585799611,"control",NA
371.512842749583,543.124011940546,"control",NA
372.668092966462,544.737774271132,"control",NA
372.72787870396,542.944683716688,"control",NA
375.757435791375,543.869788332129,"control",NA
375.29226712965,547.554980856005,"control",NA
377.859470731278,546.476777697414,"control",NA
374.734486442761,546.543068133427,"control",NA
374.450419314126,540.96300909356,"control",NA
371.563428054674,536.437663705208,"control",NA
370.696234944966,544.141742664742,"control",NA
373.810095960435,544.900045234658,"control",NA
372.785962649254,548.015494961742,"control",NA
372.25919959584,547.832040476746,"control",NA
371.375221701369,540.179755231258,"control",NA
376.368973153291,545.445367577493,"control",NA
375.626459673324,541.828152123062,"control",NA
338.090419572813,541.748140342222,"control",NA
336.440641423341,538.268500596296,"control",NA
337.219593626329,538.454761634069,"control",NA
334.563622627462,539.50554192156,"control",NA
338.193826888884,542.715271524181,"control",NA
338.222346680471,537.744024943512,"control",NA
335.298786097486,537.713090553144,"control",NA
340.9036741246,538.048157084687,"control",NA
338.932244265369,541.539762334023,"control",NA
337.258858933974,539.186590397306,"control",NA
340.720984425327,542.924095302375,"control",NA
339.068198858932,541.607548705952,"control",NA
340.708277813098,540.763734453204,"control",NA
339.490126909371,540.073179467053,"control",NA
335.566415325237,538.663029011659,"control",NA
339.137011391608,537.452988264685,"control",NA
335.116872655825,539.967358097157,"control",NA
338.536762315249,535.243063656518,"control",NA
334.862247339574,539.764074911258,"control",NA
338.3223934283,537.04524694004,"control",NA
347.823411142809,535.008158418539,"control",NA
347.814717351543,531.794029624129,"control",NA
358.404972005336,531.587524672098,"control",NA
362.180593391692,529.146822989882,"control",NA
361.349368303224,531.005877290322,"control",NA
364.616472379401,530.954140939173,"control",NA
365.544207930894,533.969264303064,"control",NA
360.960963115224,532.758079538051,"control",NA
358.505353108276,532.740014289068,"control",NA
363.697372880924,532.764036298932,"control",NA
364.006333013234,531.900929453666,"control",NA
362.862026820862,529.989087894464,"control",NA
360.669229269799,529.270262134395,"control",NA
362.635846822272,530.510252126038,"control",NA
363.55634719952,529.959960945163,"control",NA
364.613059800888,532.126016705429,"control",NA
